Captain's name,Crew deaths during voyage,Crew at first landing of captives,Crew at voyage outset,Date vessel departed with captives,Date vessel departed for homeport,Display in compact mode,Date vessel arrived with captives,First place where captives were landed,First place where captives were purchased,Guns mounted,Cargo,Year of arrival at port of disembarkation,"Voyage duration, homeport to disembarkation (in days)",Place where vessel's voyage began,Principal place where captives were purchased,Principal place where captives were landed,Total embarked,Total disembarked,Captive deaths during crossing,Percentage of captives who died during crossing,Captive Background,Flag of vessel,Percent boys,Percent children,Percent girls,Percent males,Percent men,Percent women,Sterling cash price in Jamaica,Duration of captives' crossing (in days),Flag of vessel.1,Captives carried from 1st port,Captives carried from 2nd port,Captives carried from 3rd port,Captives landed at 1st port,Captives landed at 2nd port,Captives landed at 3rd port,Captives intended to be purchased at 1st place,Outcome of voyage for owner,Outcome of voyage if ship captured,Outcome of voyage for captives,Particular outcome of voyage,Vessel owner,Place where vessel's voyage ended,Places of call before Atlantic crossing,Place registered,Year registered,Resistance,Rig or type of vessel,Show advanced variables in search filters,Second place where captives were landed,Second place where captives were purchased,Vessel name,Date captive embarkation began,Source of data,Third place where captives were landed,Third place where captives were purchased,Tonnage,Standardized tonnage,Captives arrived at 1st port,Total embarked.1,Place constructed,Date vessel's voyage began,Date vessel arrived at homeport,Voyage ID,Year constructed,VOYAGEID2
"Forrest, Thomas<br/> Crow, Hugh<br/> Brassey, Thomas",23.0,,43.0,,1808-04-24T00:00:00Z,,1808-01-25T00:00:00Z,,,,,1808.0,184.0,,,,259.0,233.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,277.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Clarke, Henry",,,10432.0,1804.0,,Ship,,,,Kitty's Amelia,,"LR1808<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/68,251<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, ADM7/375<><p><em>BNA</em> (Kew)</p>, CO142/25,27<><p><em>Colonial Office </em>BNA (Kew)</p>, Crow,133-63<>Crow, Hugh, <i>Memoirs of the Late Captain Hugh Crow of Liverpool</i> (London, 1830)., LList, 15 Jan 1808<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 15 Mar 1808<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 1 July 1808<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 5 July 1808<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/5,1804.002<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,272.0,272.0,233.0,,80709.0,1807-07-25T00:00:00Z,1808-06-29T00:00:00Z,82203,1802.0,
"Graham, William",23.0,,62.0,,1800-05-31T00:00:00Z,,1800-01-16T00:00:00Z,,,,,1800.0,312.0,,,,426.0,390.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,580.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Cullen, Michael<br/> Brown, George<br/> Thornton, Thomas<br/> Still, Samuel Sandford<br/> Thornton, Richard",,,,,,Ship,,,,Amazon,,"LR1800<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/60,381<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, kg, 11-18 Jan 1800<><i>Royal Gazette (Kingston)</i>, DickySam,120-21<>Sam, Dickey], <i>Liverpool and Slavery: An Historical Account of the Liverpool-African Slave Trade, by a 'Genuine Dicky Sam'</i> (Liverpool, 1884)., LList, 4 Apr 1800<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 18 July 1800<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/4,1799.022<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,446.0,446.0,390.0,,80709.0,1799-03-10T00:00:00Z,1800-07-16T00:00:00Z,80217,1775.0,
"Hunter, James",25.0,,53.0,,1801-11-04T00:00:00Z,,1801-09-01T00:00:00Z,,,,,1801.0,,,,,310.0,279.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,367.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Harper, William<br/> Tarleton, John<br/> Backhouse, Daniel",,,,,,Ship,,,,Anne,,"LR1801<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/62,120<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, T70/1578<><p><em>British National Archives</em> (Kew)</p>, PP,1806(265),XIII,no.2<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, LList, 3 Nov 1801<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 8 Jan 1802<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/4,1800.151<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,418.0,418.0,,,10432.0,1800-11-07T00:00:00Z,1802-01-05T00:00:00Z,80313,1800.0,
"Parke, William",21.0,,38.0,,1784-08-20T00:00:00Z,,1784-07-06T00:00:00Z,,,,,1784.0,269.0,,,,240.0,220.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Coleman, John<br/> Warren, Samuel",,,10499.0,,,Ship,,,,Antigallican,1784-01-01T00:00:00Z,"LR1784<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/44,279<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, T70/1545<><p><em>British National Archives</em> (Kew)</p>, T70/1549<><p><em>British National Archives</em> (Kew)</p>, Donnan,IV,475<><p>Donnan, Elizabeth, ed., <em>Documents Illustrative of the History of the Slave Trade to the Americas, vol. III</em> (Washington, DC, 1930)</p>, LList, 20 July 1784<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 10 Aug 1784<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 8 Oct 1784<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, HCA1/61,f.117<><p><em>BNA</em> (Kew)</p>, McMillin<>McMillin, James A., <i>The Final Victims: The Foreign Slave Trade to North America, 1783-1810</i> (Columbia, SC., 2004), CD-ROM insert.",,,180.0,180.0,220.0,,80709.0,1783-10-11T00:00:00Z,1784-10-04T00:00:00Z,80323,,
"Ford, John<br/> Lea, James",22.0,,53.0,,1800-07-20T00:00:00Z,,1800-04-27T00:00:00Z,,,,,1800.0,232.0,,,,359.0,328.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,445.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Milburn, Isaac<br/> Weston, John<br/> Bachope, James",,,,,,Ship,,,,Bacchus,,"LR1800<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/61,51<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/61,162<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/61,318<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.4<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, kg, 26 Apr-3 May 180<><i>Royal Gazette (Kingston)</i>, LList, 11 July 1800<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 30 Sept 1800<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/4,1799.127<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,311.0,311.0,,,10404.0,1799-09-07T00:00:00Z,1800-09-29T00:00:00Z,80405,1775.0,
"Lawson, Caesar",23.0,,29.0,,1799-03-11T00:00:00Z,,1799-02-18T00:00:00Z,,,,,1799.0,157.0,,,,236.0,216.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,213.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Henderson, Gilbert<br/> Sellar, Robert",,,10432.0,1798.0,,Ship,,,,Bess,,"LR1799<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/59,178<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, CO33/21<><p><em>Colonial Office </em>BNA (Kew)</p>, PP,1806(265),XIII,no.2<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, Williams,683<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897)., LList, 12 Apr 1799<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 30 Apr 1799<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/3,1798.135<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,128.0,128.0,216.0,,10432.0,1798-09-14T00:00:00Z,1799-04-25T00:00:00Z,80505,1789.0,
"Jenkins, William<br/> Kehoe, John",20.0,,25.0,1800-03-18T00:00:00Z,1800-07-01T00:00:00Z,,1800-05-01T00:00:00Z,,,,,1800.0,288.0,,,,233.0,213.0,,,,Great Britain,,,,,,,,44.0,Great Britain,,,,,,,213.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Henderson, Gilbert<br/> Sellar, Robert",,,,,,Ship,,,,Bess,,"LR1799<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/60,397<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, DickySam,124-25<>Sam, Dickey], <i>Liverpool and Slavery: An Historical Account of the Liverpool-African Slave Trade, by a 'Genuine Dicky Sam'</i> (Liverpool, 1884)., LList, 27 June 1800<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 2 Sept 1800<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/3,1798.135<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,128.0,128.0,213.0,,10432.0,1799-07-17T00:00:00Z,1800-08-30T00:00:00Z,80506,1789.0,
"Doyle, William<br/> Kent, Richard",24.0,,31.0,,1794-01-27T00:00:00Z,,1793-11-02T00:00:00Z,,,,,1793.0,441.0,,,,162.0,150.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,316.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Boats, William<br/> Seaman, Thomas<br/> Percival, James",,,,,,Brig,,,,Betsey,,"LR1793<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/54,237<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, T70/1565,pt2<><p><em>British National Archives</em> (Kew)</p>, CO140/89,368<><p><em>Colonial Office </em>BNA (Kew)</p>, T64/286,33<><p><em>British National Archives</em> (Kew, UK) Treasury</p>, HLRO,MP,HL,94.03.22<><i>House of Lords Record Office</i> (London, UK) Main Papers, House of Lords, 1794-1800, kg, 2-9 Nov 1793<><i>Royal Gazette (Kingston)</i>, LList, 4 Sept 1792<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 7 Jan 1794<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 14 Jan 1794<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 21 Mar 1794<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,190.0,190.0,150.0,,10432.0,1792-08-18T00:00:00Z,1794-03-17T00:00:00Z,80518,1790.0,
"Backhouse, Gerard",21.0,,48.0,,1784-08-01T00:00:00Z,,1784-05-24T00:00:00Z,,,,,1784.0,249.0,,,,437.0,400.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,700.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Copland, John<br/> Parke, Thomas<br/> Heywood, Benjamin Arthur<br/> Backhouse, Gerard",,,10432.0,1783.0,,Ship,,,,Betty,,"LR1784<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/44,240<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, T70/1549<><p><em>British National Archives</em> (Kew)</p>, CO317/1<><p><em>Colonial Office </em>BNA (Kew)</p>, LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., LList, 18 June 1784<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 22 June 1784<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 10 Sept 1784<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,200.0,305.3,400.0,,10430.0,1783-09-18T00:00:00Z,1784-09-04T00:00:00Z,80551,1783.0,
"Flint, Thomas",21.0,,47.0,,1799-07-21T00:00:00Z,,1799-06-27T00:00:00Z,,,,,1799.0,218.0,,,,371.0,340.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,378.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Taylor, Michael<br/> Bailey, Thomas",,,,,,Ship,,,,Bird,,"LR1799<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/59,417<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, Williams,684<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897)., LList, 6 Aug 1799<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 20 Sept 1799<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/3,1797.104<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,244.0,244.0,340.0,,80709.0,1798-11-21T00:00:00Z,1799-09-18T00:00:00Z,80558,,
"Chapman, William",23.0,,39.0,,,,1782-07-01T00:00:00Z,,,,,1782.0,264.0,,,,214.0,197.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Bradstock, Garstang<br/> Backhouse, Thomas<br/> Backhouse, John<br/> Rutson, William<br/> Pole, Charles<br/> Gardner, Henry<br/> Chapman, William",,,,,,Snauw,,,,Boniface,,"LR1782<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/43,56<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, T70/1547<><p><em>British National Archives</em> (Kew)</p>, LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., LList, 22 Oct 1782<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 6 Dec 1782<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 24 Dec 1782<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 28 Jan 1783<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,100.0,182.3,,,10199.0,1781-10-10T00:00:00Z,1783-01-24T00:00:00Z,80611,,
"Morrison, John",31.0,,32.0,,,,,,,,,1800.0,,,,,359.0,,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,203.0,Original goal thwarted (natural hazard),Natural hazard,Slaves perished with ship,"Shipwrecked or destroyed, after embarkation of slaves or during slaving","Tarlton, John (Jr)",,,,,,Ship,,,,Catherine,,"LR1801<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/61,311<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, LList, 27 Jan 1801<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/3,1795.057<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,166.0,166.0,,,10432.0,1800-07-23T00:00:00Z,,80757,1774.0,
"Fisher, Joseph<br/> Williams, Peter",33.0,,52.0,,1785-03-18T00:00:00Z,,1784-12-08T00:00:00Z,,,,,1784.0,447.0,,,,164.0,150.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,550.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Slater, Gill<br/> Staniforth, Thomas<br/> Brooks, Joseph (Jr)<br/> Ryan, Thomas",,,10432.0,1783.0,,Ship,,,,Chesterfield,,"LR1784<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/45,139<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, T70/1549<><p><em>British National Archives</em> (Kew)</p>, BT6/188<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., LList, 28 Jan 1785<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 13 May 1785<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,130.0,236.3,150.0,,10432.0,1783-09-18T00:00:00Z,1785-05-07T00:00:00Z,80821,1775.0,
